Rank,Symbol,Description,NIFTY50,NIFTYNEXT50,NIFTY100,NIFTY200,NIFTY500,NIFTYTOTALMARKET,NIFTYMIDCAP50,NIFTYMIDCAP150,NIFTYMIDCAP100,NIFTYSMALLCAP250,NIFTYSMALLCAP50,NIFTYSMALLCAP100,NIFTYMICROCAP250,SectorialIndex
289,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY EV & New Age Automotive
290,AMBER,Amber Enterprises India Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Consumer Durables
291,EMCURE,Emcure Pharmaceuticals Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY SME IPO
292,EIHOTEL,EIH Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY India Tourism
293,IRB,IRB Infrastructure Developers Limited,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,
294,RAMCOCEM,Ramco Cements Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
295,SHYAMMETL,Shyam Metalics & Energy Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
296,MINDSPACE.RR,Mindspace Business Parks REIT,No,No,No,No,No,No,No,No,No,No,No,No,No,
297,FSL,Firstsource Solutions Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
298,TVSHLTD,TVS Holdings Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
299,ANANDRATHI,Anand Rathi Wealth Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Capital Markets
300,AEGISLOG,Aegis Logistics Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Oil & Gas, NIFTY Energy"
301,NAVINFLUOR,Navin Fluorine International Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Chemicals
302,PEL,Piramal Enterprises Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
303,MANAPPURAM,Manappuram Finance Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
304,WOCKPHARMA,Wockhardt Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
305,ERIS,Eris Lifesciences Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
306,TATACHEM,Tata Chemicals Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Chemicals, NIFTY EV & New Age Automotive, NIFTY India Manufacturing"
307,ABSLAMC,Aditya Birla Sun Life Amc Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Capital Markets
308,DEEPAKNTR,Deepak Nitrite Limited,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,"NIFTY Chemicals, NIFTY India Manufacturing"
309,FORCEMOT,Force Motors Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
310,HBLENGINE,HBL Engineering Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
311,PFIZER,PFIZER LIMITED,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
312,HINDCOPPER,Hindustan Copper Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Metal, NIFTY India Manufacturing"
313,NUVAMA,Nuvama Wealth Management Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Capital Markets
314,BAYERCROP,Bayer Cropscience India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Chemicals
315,KEC,KEC International Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
316,SKFINDIA,SKF India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
317,ASTRAZEN,AstraZeneca Pharma India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
318,BRIGADE,Brigade Enterprises Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Realty
319,HSCL,Himadri Speciality Chemical Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Chemicals, NIFTY EV & New Age Automotive, NIFTY India Manufacturing"
320,CHAMBLFERT,Chambal Fertilisers & Chemicals Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Chemicals
321,WELCORP,Welspun Corp Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Metal
322,CHALET,Chalet Hotels Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY India Tourism
323,NXST.RR,Nexus Select Trust,No,No,No,No,No,No,No,No,No,No,No,No,No,
324,DEVYANI,Devyani International Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY India Tourism
325,SUNTV,Sun TV Network Limited,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,NIFTY Media
326,AADHARHFC,Aadhar Housing Finance Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY SME IPO
327,MRPL,Mangalore Refinery & Petrochemicals Ltd.,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,NIFTY India Railways PSU
328,TIMKEN,Timken India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
329,CREDITACC,CreditAccess Grameen Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
330,ONESOURCE,OneSource Specialty Pharma Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
331,KPIL,Kalpataru Projects International Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
332,SUNDRMFAST,Sundram Fasteners Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
333,ECLERX,eClerx Services Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
334,CROMPTON,Crompton Greaves Consumer Electricals Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Consumer Durables, NIFTY India Manufacturing"
335,JSWCEMENT,JSW Cement Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
336,JSWHL,JSW Holdings Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
337,POLYMED,Poly Medicure Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
338,HATSUN,Hatsun Agro Product Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
339,PTCIL,PTC Industries Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
340,ANGELONE,Angel One Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Capital Markets
341,SAGILITY,Sagility Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY SME IPO
342,PNBHOUSING,PNB Housing Finance Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
343,CESC,CESC Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Energy
344,ABREL,Aditya Birla Real Estate Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY India Manufacturing
345,SCHNEIDER,Schneider Electric Infrastructure Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
346,PSB,Punjab & Sind Bank Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY PSU Bank
347,JYOTICNC,Jyoti Cnc Automation Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
348,BIKAJI,Bikaji Foods International Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
349,BASF,BASF India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
350,EIDPARRY,E.I.D.-Parry (India) Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Chemicals
351,ASAHIINDIA,Asahi India Glass Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
352,KAJARIACER,Kajaria Ceramics Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Consumer Durables
353,SARDAEN,Sarda Energy & Minerals Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
354,CASTROLIND,Castrol India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Oil & Gas, NIFTY Energy, NIFTY India Manufacturing"
355,KANSAINER,Kansai Nerolac Paints Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
356,KARURVYSYA,Karur Vysya Bank Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
357,DCMSHRIRAM,DCM Shriram Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
358,BIRET.RR,Brookfield India Real Estate Trust,No,No,No,No,No,No,No,No,No,No,No,No,No,
359,NAVA,Nava Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
360,MAHSCOOTER,Maharashtra Scooters Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
361,RPOWER,Reliance Power Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Energy
362,REDINGTON,Redington Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
363,APLLTD,Alembic Pharmaceuticals Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
364,ATUL,Atul Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Chemicals
365,NEULANDLAB,Neuland Laboratories Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
366,CAMS,Computer Age Management Services Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Capital Markets
367,IIFL,IIFL Finance Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
368,FIRSTCRY,Brainbees Solutions Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY SME IPO
369,ARE&M,Amara Raja Energy & Mobility Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY EV & New Age Automotive
370,ANANTRAJ,Anant Raj Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Realty
371,KFINTECH,Kfin Technologies Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Capital Markets
372,DEEPAKFERT,Deepak Fertilisers and Petrochemicals Corporation Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
373,ATHERENERG,Ather Energy Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
374,CARBORUNIV,Carborundum Universal Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
375,VINATIORGA,Vinati Organics Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
376,CGCL,Capri Global Capital Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
377,ACMESOLAR,ACME Solar Holdings Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY SME IPO
378,SAILIFE,SAI Life Sciences Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY SME IPO
379,GRINDWELL,Grindwell Norton Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
380,TECHNOE,Techno Electric & Engineering Company Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
381,ZENSARTECH,Zensar Technologies Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
382,MANYAVAR,Vedant Fashions Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
383,GABRIEL,Gabriel India Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
384,CENTURYPLY,Century Plyboards (India) Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Consumer Durables
385,CONCORDBIO,Concord Biotech Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
386,JMFINANCIL,JM Financial Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
387,TRAVELFOOD,Travel Food Services Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
388,ABLBL,Aditya Birla Lifestyle Brands Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
389,VENTIVE,Ventive Hospitality Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,NIFTY SME IPO
390,UTIAMC,UTI Asset Management Co. Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Capital Markets
391,GSPL,Gujarat State Petronet Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,"NIFTY Oil & Gas, NIFTY Energy"
392,WHIRLPOOL,Whirlpool Of India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Consumer Durables
393,JUBLPHARMA,Jubilant Pharmova Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
394,PARADEEP,Paradeep Phosphates Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
395,RATNAMANI,Ratnamani Metals & Tubes Ltd.,No,No,No,No,No,No,No,No,No,No,No,No,No,
396,NUVOCO,Nuvoco Vistas Corporation Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
397,TBOTEK,TBO Tek Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY SME IPO
398,BEML,BEML Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,"NIFTY India Railways PSU, NIFTY India Defence"
399,APTUS,Aptus Value Housing Finance India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
400,TRITURBINE,Triveni Turbine Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Energy
401,DOMS,DOMS Industries Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
402,GPIL,Godawari Power & Ispat Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
403,CRAFTSMAN,Craftsman Automation Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
404,RBLBANK,RBL Bank Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Private Bank
405,CPPLUS,Aditya Infotech Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,NIFTY SME IPO
406,AFCONS,Afcons Infrastructure Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY SME IPO
407,SYRMA,Syrma SGS Technology Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
408,CAPLIPOINT,Caplin Point Laboratories Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
409,CHOICEIN,Choice International Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
410,KIRLOSBROS,Kirloskar Brothers Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
411,BATAINDIA,Bata India Ltd,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Consumer Durables
412,VGUARD,V-Guard Industries Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Consumer Durables
413,PGEL,PG Electroplast Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY Consumer Durables
414,IRCON,IRCON International Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY India Railways PSU
415,AKZOINDIA,Akzo Nobel India Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
416,FIVESTAR,Five-Star Business Finance Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,
417,SOBHA,Sobha Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY Realty
418,SIGNATURE,Signatureglobal (India) Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
419,RAINBOW,Rainbow Childrens Medicare Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
420,ELGIEQUIP,ELGI Equipments Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
421,ZYDUSWELL,Zydus Wellness Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
422,INDIAMART,IndiaMART InterMESH Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,
423,LMW,LMW Limited,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
424,NATCOPHARM,NATCO Pharma Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,NIFTY Pharma
425,LTFOODS,LT Foods Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
426,BLS,BLS International Services Ltd.,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY India Tourism
427,TARIL,Transformers and Rectifiers (India) Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
428,NETWEB,Netweb Technologies India Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,
429,NIVABUPA,Niva Bupa Health Insurance Company Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,NIFTY SME IPO
430,CIEINDIA,CIE Automotive India Ltd,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
431,FINEORG,Fine Organic Industries Ltd.,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,
432,GALLANTT,Gallantt Ispat Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
433,IGIL,International Gemmological Institute (India) Limited,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,NIFTY SME IPO
434,SPLPETRO,Supreme Petrochem Limited,No,No,No,No,No,No,No,No,No,No,No,No,No,
